ID,SKU,IMAGE,PRICE,TITLE,HANDLE,CPU,GPU,RAM,STORAGE,COOLER,MOTHERBOARD,CASE,PSU,INVENTORY,COMPARE PRICE,TYPE,CATEGORY,USECASE,form_factor,persona_tags,style_tags,strengths,target_resolution,score_res_1080p,score_res_1440p,score_res_1440p_heavy,score_res_4k_light,score_res_4k_heavy,score_game_fortnite,score_game_gta_v,score_game_cod,score_game_diablo,score_game_starfield,score_game_league,score_game_sim_racing,score_game_flight_sim,score_game_cyberpunk,score_game_apex,score_game_valorant,score_game_bg3,score_work_documents,score_work_creative,score_work_coding,score_work_3d,score_study_assignments,score_study_online_classes,score_study_creative_software,score_study_stem,score_essentials_browsing,score_essentials_streaming,score_essentials_office_apps,score_essentials_light_gaming
Custom_61,Creator Hush Pro White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/hush_pro_white.webp?v=1733887460,2699 ,Creator Hush Pro White,https://aftershockpc.com.au/pc-models/hush-pro-white,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Gigabyte RTX 5060Ti Eagle Ice OC - 16GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Frost Air Cooler - White - Digital Edition, 3 x Aftershock Omni RGB 120mm Fans + CPU Fan - White",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design Pop Silent - White TG,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Premium Aesthetic"", ""Minimalist"", ""Workstation Style""]","[""quiet-operation""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
Custom_62,Lavender,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/lavenderslp_Selector.webp,1649 ,Lavender,https://aftershockpc.com.au/pc-models/botanical-lavender,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Lavender Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_63,Flow - PRO,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/flow_thumbnail_pro.webp,1699 ,Flow - PRO,https://aftershockpc.com.au/pc-models/flow,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 4 x Aftershock Omni RGB 120mm Fans + CPU Fan - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,#REF!,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_64,Creator Mood,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/mood_thumb_black.webp,1649 ,Creator Mood,https://aftershockpc.com.au/pc-models/creator-mood,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","ID-COOLING IS-55 Black, 2 x Aftershock 2200rpm PWM 120mm Fans",Gigabyte A620I AX - DDR5,Fractal Mood - Black,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_65,Creator Era - Charcoal,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/era_black_thumb_14807a60-2b9f-417e-8ec7-83fe7de6a770.webp?v=1735886140,1699 ,Creator Era - Charcoal,https://aftershockpc.com.au/pc-models/era-charcoal,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",ID-COOLING IS-55 Black,Gigabyte A620I AX - DDR5,Fractal Era 2 - Charcoal,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_66,Riot - Max,https://images.prismic.io/aftershockpc/ZtU_jEaF0TcGJp2w_riotwoodthumbnail.webp,2599 ,Riot - Max,https://aftershockpc.com.au/pc-models/riot-max,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 7 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime B650M-A WIFI II CSM - DDR5,Lian Li A3 Dan - Black Wood,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""Compact"", ""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,7,7,7,7,8,10,7,8,10,10,10,10
Custom_67,Bolt,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Bolt_Lite_Selector_v2_10ab9378-abc1-4b23-a8ee-536b839d4a53.webp?v=1742365107,1479 ,Bolt,https://aftershockpc.com.au/pc-models/bolt,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce SFF - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Black Chassis 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Macube 110 - Black Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_68,Cherry Blossom - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_CB_2025_White_Selector.webp?v=1740373675,1649 ,Cherry Blossom - White,https://aftershockpc.com.au/pc-models/cherry-blossom-white,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 6 x Aftershock Omni RGB 120mm Fans + CPU Fan - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,White Cherry Blossom Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_69,Zephyr - Max,https://images.prismic.io/aftershockpc/ZrMJaUaF0TcGIvOa_zephyr-max-thumb.webp,2149 ,Zephyr - Max,https://aftershockpc.com.au/pc-models/zephyr-max,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 7 x Aftershock Omni RGB 120mm Fans",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,#REF!,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
Custom_70,Tonkotsu Ramen,https://images.prismic.io/aftershockpc/ZhSnyRrFxhpPBYjv_THUMBNAIL_Tonkotsu.png,1699 ,Tonkotsu Ramen,https://aftershockpc.com.au/pc-models/ramen-tonkotsu,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Ramen Tonkotsu Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_71,Hypergate,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_HYPERGATE_SELECTOR.webp,1599 ,Hypergate,https://aftershockpc.com.au/pc-models/hypergate,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 7 x NZXT White 120mm Fans + CPU Fan",Gigabyte B650 Eagle AX - DDR5,NZXT H7 Flow (Mesh Front) - White 2024 Edition,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_72,Creator North,https://images.prismic.io/aftershockpc/ZrAbp0aF0TcGIq8u_Creator.webp,2099 ,Creator North,https://aftershockpc.com.au/pc-models/creator,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 4 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Minimalist"", ""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_73,Focus X - Machine Learning / AI,"https://images.prismic.io/aftershockpc/77cdb8c8-b8d1-4e06-9b31-89c910075bc6_KV_Mobile.png?auto=compress,format&rect=0,0,1080,1080&w=726&h=726",21999 ,Focus X - Machine Learning / AI,https://aftershockpc.com.au/pc-models/focus-x-machine-learning-ai-workstation,AMD Ryzen Threadripper 7960X | 5.3 GHz | 24 Cores 48 Threads,Nvidia RTX 6000 ADA - 48gb GDDR6,256GB Micron ECC CL40 5600MHz (4x64GB)  - DDR5,"2TB Gen5 Samsung 9100 PRO M.2. NVME (R 14700MBs | W 13400MBs), No Secondary SSD","Cooler Master ML360 Mirror TR4 | 360mm Radiator, 11 x Aftershock 2200rpm PWM 120mm Fans",Asus PRO WS TRX50 SAGE WIFI,Fractal Design Meshify 2 XL - Black - Light Tint  Tempered Glass,1300W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""High Airflow""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""4k-capable"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,10,8,7,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Custom_74,Hypergate Air - Lite,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_Hypergate_BL_Selector_56abfa95-40e2-419b-99a1-9a29a240efc8.webp?v=1740441069,1329 ,Hypergate Air - Lite,https://aftershockpc.com.au/pc-models/hypergate-air-lite,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Aftershock Omni RGB 120mm Fans",Gigabyte B650 Eagle AX - DDR5,NZXT H5 Flow (Mesh Front) - Black 2024 Edition,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""High Airflow"", ""RGB Showcase""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_75,Novacore Extreme,https://images.prismic.io/aftershockpc/36bcfc47-e649-4fca-846c-33e8215245b1_Astrocore+open+SLP+KV+Mobile.png,5499 ,Novacore Extreme,https://aftershockpc.com.au/pc-models/novacore-extreme,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Zotac RTX 5080 Solid OC -16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Coolant - Transparent Clear, 7 x Aftershock Omni RGB 120mm Fans",Gigabyte X870 Aorus Elite Wi-Fi 7 - DDR5,Lian Li O11 Vision Compact - Black,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",10,9,7,6,5,8,7,9,8,7,8,8,7,8,9,9,7,7,7,6,7,8,10,8,7,10,10,10,10
Custom_76,Focus Slate,https://images.prismic.io/aftershockpc/ec431cf7-92f9-4ef5-b626-12cf679bf479_KVHyperfocus_Mobile.png,2359 ,Focus Slate,https://aftershockpc.com.au/pc-models/focus-slate,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Asus GeForce GT 730 Quad HDMI - 2 GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 3 x Noctua 120mm Industrial 2000RPM PWM Fans | 2 x Noctua 80mm PWM Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Silverstone RM44 4U Rackmount Chassis,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,3,3,3,3,4,5,4,4,3,4,5,3,6,4,5,4,7,10,5,7,10,10,10,4
Custom_77,Graphic Design,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,1849 ,Graphic Design,https://aftershockpc.com.au/pc-models/gdf-student,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Crucial 4800MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Aftershock 2200rpm PWM 120mm Fans + CPU Fan",Asus Prime B860 Plus Wi-Fi CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Light Gamer""]","[""Minimalist""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_78,Cherry Blossom - Black,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_CB_2025_Black_Selector.webp?v=1740373720,1649 ,Cherry Blossom - Black,https://aftershockpc.com.au/pc-models/cherry-blossom-black,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 6 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Black Cherry Blossom Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_79,Focus Mini,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Focus_Mini_Selector.png?v=1752734751,1549 ,Focus Mini,https://aftershockpc.com.au/pc-models/focus-mini,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, Default Included Fans for Montech Air 903 Base (4x 140mm Fans)",Asus Prime B650M-A WIFI II CSM - DDR5,#REF!,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Home Office"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,5,4,4,4,5,6,5,5,4,5,6,4,7,5,6,5,8,10,6,7,10,10,10,6
Custom_80,Creator North - Lite,https://images.prismic.io/aftershockpc/ZrAbp0aF0TcGIq8u_Creator.webp,1649 ,Creator North - Lite,https://aftershockpc.com.au/pc-models/creator-lite,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 4 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime B650M-A WIFI II CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Home Office"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist"", ""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,5,4,4,4,5,6,5,5,4,5,6,4,7,5,6,5,8,10,6,7,10,10,10,6
Custom_81,Silver Arrow,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SA_SLP_Selector.webp_1080_1080.webp?v=1741748050,2299 ,Silver Arrow,https://aftershockpc.com.au/pc-models/silver-arrow,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock Omni RGB 120mm Fans",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Silver Arrow Chassis,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_82,Bull Charge,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/BC_SLP_Selector.webp_1080_1080.webp?v=1741825392,2349 ,Bull Charge,https://aftershockpc.com.au/pc-models/bull-charge,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock Omni RGB 120mm Fans",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bull Charge Chassis,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_83,Scuderia Velocita,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SV_SLP_Selector.webp_1080_1080.webp?v=1741833575,2299 ,Scuderia Velocita,https://aftershockpc.com.au/pc-models/scuderia-velocita,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock Omni RGB 120mm Fans",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Scuderia Velocita Chassis,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_84,Papaya,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Papaya_SLP_Selector.webp_1080_1080.webp?v=1741831388,2299 ,Papaya,https://aftershockpc.com.au/pc-models/papaya,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock Omni RGB 120mm Fans",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Papaya Chassis,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_85,Zephyr - Pro,https://images.prismic.io/aftershockpc/ZrMJT0aF0TcGIvOV_zephyr-rpo-thumb.webp,1649 ,Zephyr - Pro,https://aftershockpc.com.au/pc-models/zephyr-pro,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 4 x Aftershock Omni RGB 120mm Fans + CPU Fan - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,#REF!,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_86,Zephyr,https://images.prismic.io/aftershockpc/ZrMaKUaF0TcGIvTW_Zephyr-thumb.webp,1449 ,Zephyr,https://aftershockpc.com.au/pc-models/zephyr,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce SFF - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Black Chassis 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,#REF!,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_87,X-16 PRO - RTX 5080,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Selector_5080.webp,4499 ,X-16 PRO - RTX 5080,https://aftershockpc.com.au/pc-models/x-16-pro-5080,Intel Core Ultra 9 275HX Processor (24 Cores),NVIDIA Geforce RTX 5080 16GB GDDR7,32GB Crucial 5600MHz DDR5 SODIMM (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Liquid Metal Thermal Cooling,Intel Wi-Fi 6E AX211 + Bluetooth 5.3,#REF!,99 Whr Extra Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""Engineering Student""]","[""Premium Aesthetic""]","[""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",9,7,6,5,4,9,9,9,9,9,10,9,9,9,10,10,9,8,8,8,9,9,10,9,9,10,10,10,10
